property_name,property_type,link,sector,society,price,price_per_sqft,bedRoom,bathroom,balcony,additionalRoom,floorNum,agePossession,description,property_id,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type
4 BHK Flat in Sector 63 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sector-63-gurgaon-3950-sq-ft-spid-G69654548,sector 63,dlf the arbour,8.5,21519.0,4.0,4.0,0,not available,27.0,New Property,Best in class property available at sector 63 location in gurgaon,G69654548,3950.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sector 68 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1507-sq-ft-spid-N69834838,sector 68,m3m the marina,1.32,8759.0,2.0,2.0,3,study room,15.0,Relatively New,"This 2 bhk flat is located in m3m the marina, which houses some of the most spacious flats in sector 68 gurgaon. The flat is north-East-Facing. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1507 sq.Ft. The residential building has 29 floors in total and the flat for sale is located on the 15th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The marble flooring of this flat is beautifully designed and helps to give it a pleasing look. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, shopping centre and security personnel. The residential project is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply.",N69834838,1365.0,1.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 83 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-palm-gardens-sector-83-gurgaon-1900-sq-ft-spid-P69268966,sector 83,emaar palm gardens,1.72,9053.0,3.0,3.0,3,servant room,4.0,Relatively New,"This beautiful 3 bhk flat in sector 83 gurgaon is situated in emaar palm gardens, one of the popular residential society in gurgaon. The flat is north-Facing. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1900 sq.Ft. The flat has a total of 16 floors and this property is situated on 4th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The well built vitrified flooring enhances the aesthetic appeal of this flat. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, grocery shop, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant, shopping centre and security personnel. The society provides continuous water supply from municipal corporation and borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",P69268966,1600.0,0.0,1.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 70 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-krrish-florence-estate-sector-70-gurgaon-1865-sq-ft-r8-spid-H33897213,sector 70,krrish florence estate,1.25,6702.0,3.0,3.0,3,not available,18.0,Under Construction,"Residential apartment for sell.The property comes with a good construction quality which ages jun, 2018 located in sector-70 gurgaon.It is a semifurnished property.The property has 3 bedrooms  with 3 bathrooms .Available at an expected price of 1.25 crore.Located on 18th  of the 25 floors .It is a freehold property amenities:Intercom facility,lift(S),feng shui / vaastu compliant,swimming pool,security personnel,maintenance staff,park,club house / community center,fitness centre / gym  park facing .It is semi furnished.",H33897213,1689.0,0.0,0.0,0.0,0.0,0.0,0.0
5 Bedroom House for sale in Sector 109 Gurgaon,house,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-2430-sq-ft-spid-V69923042,sector 109,international city by sobha phase 2,6.2,25514.0,5.0,5.0,2,servant room,2.0,Relatively New,"This comes with one of the largest fully functional clubhouses in gurgaon (The club, international city) spread over 65,000 sq ft, across 5 floors - Which is only 5 minute walk from the villa.
The club highlights are pool deck, spa and salon, sports facilities, fitness centre, art gallery, board room, guest rooms and multiple banqueting areas. For the fitness enthusiasts it offers 2 tennis courts, 2 indoor badminton courts, a squash court, tt room, a billiards & cards room as well as a of-The-Art gymnasium, yoga & aerobics studio.
 Additional details :The kitchen has been built with modular fittings.
 The house has boring supply.
There is also a separate washroom for domestic help.
You can easily park your car inside the compound
Having a provision to park 2 cars.",V69923042,2430.0,0.0,1.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 102 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-gurgaon-greens-sector-102-gurgaon-1650-sq-ft-spid-J69848742,sector 102,emaar gurgaon greens,1.45,8788.0,3.0,3.0,3,servant room,8.0,Relatively New,"This 3 bhk apartment is available for sale in emaar gurgaon greens, one of the most prominent projects for flats in sector 102 gurgaon. The flat occupies a super built up area of 1650 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The residential building has 14 floors in total and the flat for sale is located on the 8th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property.",J69848742,1300.0,0.0,1.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sohna,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hcbs-sports-ville-sohna-gurgaon-580-sq-ft-r3-spid-A58263532,sector nearby sohna road,hcbs sports ville,0.32,5517.0,2.0,2.0,1,not available,7.0,New Property,Residential apartment for sell.The property comes with a good construction quality which ages 0-1 years old propertylocated in sohna.It is a unfurnished property.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 3200000.Located on 7th floor out of the 13 2 wheeler parking will be available,A58263532,644.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 48 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-green-ville-sector-48-gurgaon-2430-sq-ft-spid-S69851304,sector 48,parsvnath green ville,1.75,7202.0,3.0,3.0,3,servant room,7.0,Old Property,"Located in the popular residential address of sector 48 gurgaon, parsvnath green ville is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat is over 2430 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 19 floors and this property is situated on 7th floor. This is a ready to move project and the property is 10+ years old.",S69851304,2200.0,0.0,1.0,0.0,0.0,0.0,2.0
2 BHK Flat in Sector 85 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-1741-sq-ft-spid-L70086096,sector 85,ss the leaf,1.24,7122.0,2.0,2.0,3,not available,10.0,Relatively New,"Ss is one of the most popular destination for buying apartments/ flats in sector 85 gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. Containing 2 bedroom(s), 2 bathrooms and 3 balconies, this flat is spread over a super built up area of 1741 sq.Ft. This flat lies on the 10th level of a 26 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",L70086096,1730.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sohna,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mvn-athens-sohna-gurgaon-482-sq-ft-r1-spid-A60504820,sector nearby sohna road,mvn athens,0.25,5187.0,2.0,2.0,1,not available,3.0,Relatively New,Residential apartment for sell.Located in sohna.It is a semifurnished property.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 2500000.Located on 3rd floor out of the 14 the property comes with a good construction quality which ages 1-5 years old property,A60504820,535.0,0.0,0.0,0.0,0.0,0.0,0.0
3 Bedroom House for sale in Dharam Colony,house,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dharam-colony-gurgaon-1160-sq-ft-r2-spid-T53379380,sector 12,independent,0.7,6034.0,3.0,3.0,0,not available,1.0,Relatively New,"Green area, open space and safe and secure area",T53379380,1160.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 86 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1929-sq-ft-spid-E69657538,sector 86,dlf the skycourt,1.54,9222.0,3.0,3.0,3+,servant room,15.0,Relatively New,"This 3 bhk flat is located in dlf the skycourt, which houses some of the most spacious flats in sector 86 gurgaon. This property faces the west direction. The flat occupies a super built up area of 1929 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and more than 3 balconies. The flat has a total of 19 floors and this property is situated on 15th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The wood flooring of this flat is beautifully designed and helps to give it a pleasing look. This flat is located near close to school, close to market, close to hospital and close to highway. Many of the modern amenities being offered, like swimming pool, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, shopping centre, water softening plant and security personnel, will provide a pleasant living experience for you. The project provides access to clean water through borewell/tank and municipal corporation supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",E69657538,1780.0,0.0,1.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sector 79 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-araville-sector-79-gurgaon-1295-sq-ft-r1-spid-Y61729236,sector 79,supertech araville,0.71,6063.0,2.0,2.0,3+,others,17.0,New Property,"This is your chance to own a 2 bhk residential apartment in supertech araville, sector-79 gurgaon, haryana where luxury comes with affordability.Basic details:You will love this bright and spacious 2 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and more than 3 balconies. The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has good ventilation that invites comfort. Furnishings and amenities:This impeccable house is spread across an area of 1295 sq. Ft. And is a semi-Furnished unit. It consists of wardrobes, geysers, acs and lights. There is plenty of room for the whole family to enjoy. The unit has spacious interiors, full power back up and 24*7 water facility. Apart from this, you will love the convenience of your own covered parking slot.The amenities include lifts, intercom facility, maintenance staff, visitor parking, swimming pool, gym, clubhouse and park.The property is a quality construction. Location:The prime location provides residents with access to the very best that this city has to offer. The property is situated close to all the basic amenities. It is close to the main road making it highly accessible.
-Major banks and atms within proximity-Schools, hospital and market within a close radius
-Located next to godrej arya, mapsco
-Delhi-Jaipur highway is 2 km away
-Easy access to public transportWait no more and schedule a tour today.
For more details, kindly contact the owner.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Y61729236,1281.0,0.0,0.0,0.0,0.0,1.0,0.0
8 Bedroom House for sale in Sector 10A Gurgaon,house,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sector-10-a-gurgaon-1836-sq-ft-spid-J69608530,sector 10a,independent,3.6,19608.0,3.0,4.0,3,pooja room,3.0,Moderately Old,"Sector 10a gurgaon is one of gurgaon's most sought after destination for residential houses and this 8 bhk house in sector 10a gurgaon is your opportunity to be a part of this community. Another plus point for the house is that it is situated near close to school. Constructed on a super built up area of 204 sq.Yards, this house comprises 8 bedrooms, 4 bathrooms and 3 balconies. The owner of the house also gets 1 covered and 2 open parking slot(s) to park their car safely. This 5-10 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The price of this spacious independent house is  3.6 crore. The house will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff and visitor parking. This independent house is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply. This property faces the north direction.",J69608530,1836.0,0.0,0.0,0.0,1.0,0.0,2.0
